Question Number,Section,Question,Document Embeddings
681,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is CMU's stated policy regarding sexual misconduct?,
682,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),List all eight types of conduct prohibited by CMU's Sexual Misconduct Policy.,
683,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What are the three goals of the Sexual Misconduct Policy?,
684,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is ""Federal Rule Sexual Misconduct"" as defined in the CMU Policy?",
685,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is ""Quid Pro Quo"" sexual misconduct as defined in the policy?",
686,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"How is ""Other Prohibited Conduct"" distinguished from ""Federal Rule Sexual Misconduct""?",
687,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Under what circumstances does prohibited conduct qualify as Federal Rule Sexual Misconduct?,
688,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What are the possible sanctions for violating the Sexual Misconduct Policy?,
689,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the jurisdiction of CMU's Sexual Misconduct Policy?,
690,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Does the policy cover off-campus conduct?,
691,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Under what conditions does the policy cover off-campus or online conduct?,
692,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What factors does the university consider when determining jurisdiction over off-campus conduct?,
693,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the phone number to contact the Office for Institutional Equity and Title IX?,
694,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the email address for the Office for Institutional Equity and Title IX?,
695,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the address of the Office for Institutional Equity and Title IX?,
696,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"How may a person report prohibited conduct online, including anonymously?",
697,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the Ethics Reporting Hotline number at CMU?,
698,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What are ""Supportive Measures"" as defined in the Sexual Misconduct Policy?",
699,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Are Supportive Measures punitive in nature?,
700,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Who is responsible for determining which Supportive Measures to implement?,
701,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Are Supportive Measures available only if a Formal Complaint is filed?,
702,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),List five examples of Supportive Measures that may be provided.,
703,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Who are the confidential resources for students impacted by sexual misconduct at CMU?,
704,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the phone number for Counseling and Psychological Services at CMU?,
705,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the phone number for University Health Services?,
706,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is a ""Formal Complaint"" and what does filing one initiate?",
707,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),How may a Complainant file a Formal Complaint with CMU?,
708,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Can the Title IX Coordinator file a Formal Complaint?,
709,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What must the Formal Complaint contain to be valid?,
710,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),When must a Complainant be participating in university programs to file regarding Federal Rule Sexual Misconduct?,
711,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is an ""Investigator"" in the context of the Sexual Misconduct Policy?",
712,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the role of the Investigator in preparing the preliminary investigative report?,
713,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),How many business days do parties have to review and respond to the preliminary investigative report?,
714,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the standard of proof used in Federal Rule Sexual Misconduct hearings?,
715,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Who is the Sanctioning Officer for students in Federal Rule Sexual Misconduct cases?,
716,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Who is the Sanctioning Officer for staff in Federal Rule Sexual Misconduct cases?,
717,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Who is the Sanctioning Officer for faculty in Federal Rule Sexual Misconduct cases?,
718,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Who is the Appeal Officer for Federal Rule Sexual Misconduct cases?,
719,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Within how many days must an appeal of a Federal Rule Sexual Misconduct determination be submitted?,
720,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What are the four grounds for appeal in a Federal Rule Sexual Misconduct case?,
721,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Can the Appeal Officer send a case back to the Hearing Officer for a new hearing?,
722,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Can sanctions for Faculty Respondents take effect before presidential review?,
723,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the reasonable person standard used to assess whether conduct is Prohibited Conduct?,
724,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is anonymous reporting and what website allows it at CMU?,
725,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What are the community resources listed for sexual misconduct support?,
726,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What is the title of the office that coordinates Title IX compliance at CMU?,
727,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is a ""Responsible Employee"" and what obligation do they have?",
728,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Under what circumstances are Confidential Resources prohibited from disclosing information?,
729,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Does a report to the Title IX Coordinator automatically trigger a formal investigation?,
730,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What happens after the university receives a report of Prohibited Conduct regarding the Complainant?,
731,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),How must the Hearing Officer notify parties of the written determination?,
732,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),Who receives a copy of the Appeal Officer's written decision?,
733,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What law governs how Federal Rule Sexual Misconduct is defined?,
734,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What legislation is CMU's Sexual Misconduct Policy intended to comply with?,
735,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),What alternative resolution options are available for Prohibited Conduct?,
736,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is ""Dating Violence"" as it applies under CMU's Sexual Misconduct Policy?",
737,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is ""Domestic Violence"" as it applies under CMU's Sexual Misconduct Policy?",
738,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is ""Stalking"" as it applies under CMU's Sexual Misconduct Policy?",
739,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is ""Sexual Exploitation"" as it applies under CMU's Sexual Misconduct Policy?",
740,SECTION 17: SEXUAL MISCONDUCT POLICY (Q681–Q740),"What is ""Retaliation"" as prohibited under CMU's Sexual Misconduct Policy?",
741,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Policy Against Retaliation?,
742,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What happens to individuals who make a good faith report of a suspected policy violation?,
743,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What happens to an individual who knowingly makes a false report?,
744,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Ethics Reporting Hotline toll-free number?,
745,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What website allows internet reporting to CMU's Ethics Reporting Hotline?,
746,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),"What is CMU's Policy on the Protection of Children in programs, activities and facilities?",
747,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),"How is a ""minor child"" defined in CMU's child protection policy?",
748,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What are the three requirements that all programs involving minors must satisfy?,
749,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),"What background certification law must faculty, staff and students comply with when working with minors?",
750,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the deadline for notifying the university if arrested or convicted of an offense prohibited by the CPSL?,
751,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),To whom must notice of arrest or conviction for a prohibited offense be submitted?,
752,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),"Who are ""mandatory reporters"" under the Pennsylvania Child Protective Services Law?",
753,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),How must child abuse reports be submitted under CMU's mandatory reporting policy?,
754,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the phone number for the Pennsylvania Child Hotline?,
755,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),When must a mandatory report be filed regarding suspected child abuse?,
756,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Prematriculation Immunization Policy?,
757,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the consequence for a student who fails to comply with immunization requirements?,
758,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What additional immunization requirements apply to students in university housing?,
759,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),On what basis may a student request a waiver from vaccination requirements?,
760,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What happens during a disease outbreak to non-vaccinated students who requested waivers?,
761,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the penalty for noncompliance with immunization requirements for students in housing?,
762,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What tuberculosis screening applies to CMU students?,
763,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Public Art Policy?,
764,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the Public Art Committee (PAC) and who chairs it?,
765,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the composition of the PAC?,
766,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),How many public meetings must the PAC hold before recommending acceptance of public art?,
767,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What criteria does the PAC use to accept or reject public art?,
768,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What are the grounds for deaccessioning artwork at CMU?,
769,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),Under what circumstances are short exhibits exempt from PAC review?,
770,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Recycling Policy and who is responsible for its implementation?,
771,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What are the three activities expected of all campus community members under the Recycling Policy?,
772,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Safety Intervention Protocol?,
773,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),Under what two circumstances may a mandate be issued under the Safety Intervention Protocol?,
774,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What may a mandate include under the Safety Intervention Protocol?,
775,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the process for appealing a mandate issued under the Safety Intervention Protocol?,
776,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's policy on safety hazards and explosive or incendiary materials?,
777,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the policy on scheduling university facilities for student organizations?,
778,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),How many police officers must be present at an event with 100–199 attendees?,
779,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),How many police officers must be present at an event with 200 or more attendees?,
780,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the policy for non-university organizations using CMU facilities?,
781,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),How far in advance must a non-university organization submit a written request for CMU facilities?,
782,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What authority manages requests for non-university organizations to use CMU facilities?,
783,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's policy on student publications?,
784,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What must student publications produced independently by students clearly state?,
785,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What must university-sanctioned student publications include?,
786,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Information Security Policy?,
787,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the scope of CMU's Information Security Policy?,
788,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),How often must CMU's Information Security Policy be reviewed?,
789,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What are the consequences for violating CMU's Information Security Policy?,
790,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),"What is ""Institutional Data"" as defined in the Information Security Policy?",
791,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What must be done to obtain an exception to the Information Security Policy?,
792,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's Missing Student Protocol?,
793,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),Under what law does CMU maintain the Missing Student Notification Protocol?,
794,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),"What is the ""Confidential Contact"" and how does a student register one?",
795,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),Within how many hours must CMU notify a Confidential Contact after a student is determined missing?,
796,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What additional notification is required if a missing student is under 18?,
797,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),Within how many hours must CMU notify law enforcement after determining a student is missing?,
798,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is a No Contact Agreement (NCA)?,
799,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),How does an NCA differ from a No Contact Order (NCO)?,
800,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),Who issues a No Contact Order at CMU?,
801,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What must a student do to appeal a No Contact Order?,
802,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What happens if a student violates an NCA or NCO?,
803,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),When is a No Contact Agreement or Order terminated?,
804,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's policy on noise on campus?,
805,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What are the restricted noise hours Monday through Thursday on campus?,
806,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What are the restricted noise hours on Friday?,
807,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What are the restricted noise hours on Saturday and Sunday?,
808,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the University Police emergency phone number?,
809,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is the basic evacuation procedure when a fire alarm sounds?,
810,SECTION 18: ADDITIONAL CAMPUS POLICIES (Q741–Q810),What is CMU's policy on steam tunnels?,
811,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the speed limit for personal wheeled vehicles on shared paths at CMU?,
812,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",May personal wheeled vehicles be operated inside campus buildings?,
813,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Where else are personal wheeled vehicles prohibited from operating?,
814,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What must all operators of wheeled vehicles do when encountering pedestrians?,
815,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What vehicle registration is available through CMU's Transportation Services?,
816,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Is there a fee for registering a bicycle at CMU?,
817,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What locations does CMU prohibit for parking or storing wheeled vehicles?,
818,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Under what circumstances may a wheeled vehicle be impounded at CMU?,
819,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",How long are unclaimed wheeled vehicles held by Transportation Services?,
820,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)","After the holding period, what happens to unclaimed vehicles?",
821,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's policy on pets on campus grounds?,
822,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Are pets allowed inside university buildings?,
823,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the policy for student organizations that want to host an animal-related event?,
824,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Policy on Use of Carnegie Mellon University Trademarks?,
825,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What are examples of CMU trademarks listed in the handbook?,
826,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)","What is the phrase ""My Heart is in the Work"" in the context of CMU trademarks?",
827,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What types of products will CMU not license?,
828,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What types of art or designs will not be approved for use with CMU trademarks?,
829,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the role of the Trademark Licensing Office?,
830,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",When was the Trademark Licensing Office established?,
831,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the phone number for the Director of Trademark Licensing?,
832,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the royalty exemption for class projects using CMU trademarks?,
833,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Are student class projects using CMU trademarks for non-commercial purposes required to obtain a license?,
834,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What must a student or team leader do regarding class project use of trademarks?,
835,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Statement of Assurance?,
836,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What bases of discrimination does CMU's Statement of Assurance prohibit?,
837,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Where should inquiries about CMU's Statement of Assurance be directed?,
838,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Smoke-Less Campus Policy?,
839,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Policy on Deadly Weapons?,
840,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)","Are paintball guns, pellet guns or airsoft guns permitted in residential buildings?",
841,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Policy on Freedom of Expression?,
842,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Alcohol and Drug Policy?,
843,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Student Damage to Carnegie Mellon Property Policy?,
844,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What happens if individual responsibility for property damage cannot be assigned?,
845,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's policy on Student Enterprises?,
846,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What must a student submit to form a student-run business?,
847,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Who must approve a student enterprise proposal?,
848,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What financial obligation does an approved student enterprise have?,
849,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Student Health Insurance Policy?,
850,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Are all full-time students required to carry health insurance at CMU?,
851,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",How are students enrolled in the student health insurance plan if they take no action?,
852,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is required to receive a waiver from the student health insurance plan?,
853,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the deadline for applying for a waiver from the student health insurance plan?,
854,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What happens if a student fails to maintain continuous health insurance coverage?,
855,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What are the minimum standards for a student's outside insurance to qualify for a waiver?,
856,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What are CMU's policies on unauthorized possession of keys?,
857,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Unmanned Aircraft Systems (UAS)/Drones policy?,
858,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",Must outdoor drone operations comply with FAA regulations?,
859,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the process for registering a CMU-owned drone?,
860,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is required to request to fly a drone over CMU property?,
861,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What must be submitted after completing approved drone flight operations?,
862,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's policy on utility lines and building alterations?,
863,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What permission is required to alter university utility lines in residence halls?,
864,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's Workplace Threats and Violence Policy?,
865,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What happens to a person who makes threats or engages in violent behavior on CMU property?,
866,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What does CMU's Policy on Freedom of Expression protect?,
867,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is the policy on Protection from Abuse/Restraining Orders at CMU?,
868,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What must individuals who receive a Protection from Abuse Order do?,
869,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)",What is CMU's approach to student enterprises paying overhead charges?,
870,"SECTION 19: WHEELED VEHICLES, PETS, TRADEMARKS & OTHER POLICIES (Q811–Q870)","What is the Personal Wheeled Vehicle Transportation Policy's definition of ""personal wheeled vehicle""?",
871,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the phone number for the CMU-Alert Emergency Notification Service registration?,
872,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What events trigger CMU-Alert notifications?,
873,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Does the CMU-Alert service carry any charges for recipients?,
874,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),When are CMU-Alert system tests conducted?,
875,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the address of the University Police Department?,
876,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the email address for University Police?,
877,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Office of Community Standards and Integrity (OCSI) and where is it found online?,
878,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Center for Student Diversity and Inclusion?,
879,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the CMU Pantry?,
880,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Office of the Dean of Students and what services does it offer?,
881,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Office of International Education?,
882,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Religious and Spiritual Life Initiatives office?,
883,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Vice Provost for Education office responsible for?,
884,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Graduate Student Assembly and what role does it play?,
885,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is the Undergraduate Student Senate?,
886,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What office handles Research Integrity and Compliance at CMU?,
887,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What is The HUB at Carnegie Mellon?,
888,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What does a student do to update their address in the CMU system?,
889,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),What system allows students to make changes to personal information at CMU?,
890,SECTION 20: STUDENT RESOURCES & MISCELLANEOUS (Q871–Q1000),Where should a student report a change of address?,
